cluster index,CF_componentindex,CF_NrNodes,CF_kingdom,CF_kingdom_score,CF_superclass,CF_superclass_score,CF_class,CF_class_score,CF_subclass,CF_subclass_score,CF_Dparent,CF_Dparent_score,CF_MFramework,CF_MFramework_score
1759,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
1760,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
1762,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
1769,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
1811,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
1836,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
1837,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
1840,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
1841,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
1844,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
1855,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
1917,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
1977,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
1982,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
1994,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
1998,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
1999,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
2002,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
2039,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
25,S19,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
26,102,4,Organic compounds,1,Organic acids and derivatives,0.482142857,Carboxylic acids and derivatives,0.482142857,"Amino acids, peptides, and analogues",0.482142857,N-acyl-alpha amino acids,0.125,Aliphatic heteromonocyclic compounds,0.349107143
326,102,4,Organic compounds,1,Organic acids and derivatives,0.482142857,Carboxylic acids and derivatives,0.482142857,"Amino acids, peptides, and analogues",0.482142857,N-acyl-alpha amino acids,0.125,Aliphatic heteromonocyclic compounds,0.349107143
582,102,4,Organic compounds,1,Organic acids and derivatives,0.482142857,Carboxylic acids and derivatives,0.482142857,"Amino acids, peptides, and analogues",0.482142857,N-acyl-alpha amino acids,0.125,Aliphatic heteromonocyclic compounds,0.349107143
1475,102,4,Organic compounds,1,Organic acids and derivatives,0.482142857,Carboxylic acids and derivatives,0.482142857,"Amino acids, peptides, and analogues",0.482142857,N-acyl-alpha amino acids,0.125,Aliphatic heteromonocyclic compounds,0.349107143
27,S20,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
28,S21,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
29,S22,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
30,155,2,Organic compounds,1,Organic acids and derivatives,0.365079365,Carboxylic acids and derivatives,0.365079365,Tetracarboxylic acids and derivatives,0.293650794,Tetracarboxylic acids and derivatives,0.293650794,Aromatic heteropolycyclic compounds,0.761904762
239,155,2,Organic compounds,1,Organic acids and derivatives,0.365079365,Carboxylic acids and derivatives,0.365079365,Tetracarboxylic acids and derivatives,0.293650794,Tetracarboxylic acids and derivatives,0.293650794,Aromatic heteropolycyclic compounds,0.761904762
31,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
50,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
71,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
92,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
300,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
432,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
436,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
510,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
543,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
570,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
720,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
776,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
866,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
878,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
1030,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
1068,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
1220,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
1418,7,18,Organic compounds,1,Lipids and lipid-like molecules,0.600992063,Glycerophospholipids,0.332231041,Glycerophosphocholines,0.27138448,2-acyl-sn-glycero-3-phosphocholines,0.125970018,Aliphatic acyclic compounds,0.354056437
32,S23,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
34,S24,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
35,S25,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
36,S26,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
37,S27,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
38,13,4,Organic compounds,1,Lipids and lipid-like molecules,0.218253968,Organooxygen compounds,0.146825397,,0.218253968,Stilbenes,0.126984127,Aromatic heteropolycyclic compounds,0.353174603
75,13,4,Organic compounds,1,Lipids and lipid-like molecules,0.218253968,Organooxygen compounds,0.146825397,,0.218253968,Stilbenes,0.126984127,Aromatic heteropolycyclic compounds,0.353174603
283,13,4,Organic compounds,1,Lipids and lipid-like molecules,0.218253968,Organooxygen compounds,0.146825397,,0.218253968,Stilbenes,0.126984127,Aromatic heteropolycyclic compounds,0.353174603
285,13,4,Organic compounds,1,Lipids and lipid-like molecules,0.218253968,Organooxygen compounds,0.146825397,,0.218253968,Stilbenes,0.126984127,Aromatic heteropolycyclic compounds,0.353174603
39,S28,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
40,S29,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
41,S30,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
43,312,2,Organic compounds,1,Benzenoids,0.365079365,Benzene and substituted derivatives,0.30952381,Carbonyl compounds,0.166666667,Alkyl-phenylketones,0.166666667,Aromatic heteromonocyclic compounds,0.420634921
407,312,2,Organic compounds,1,Benzenoids,0.365079365,Benzene and substituted derivatives,0.30952381,Carbonyl compounds,0.166666667,Alkyl-phenylketones,0.166666667,Aromatic heteromonocyclic compounds,0.420634921
44,250,2,Organic compounds,1,Organoheterocyclic compounds,0.625,Imidazopyrimidines,0.375,Purines and purine derivatives,0.375,6-alkylaminopurines,0.25,Aromatic heteropolycyclic compounds,0.75
2004,250,2,Organic compounds,1,Organoheterocyclic compounds,0.625,Imidazopyrimidines,0.375,Purines and purine derivatives,0.375,6-alkylaminopurines,0.25,Aromatic heteropolycyclic compounds,0.75
45,28,19,Organic compounds,1,Lipids and lipid-like molecules,0.901754386,Prenol lipids,0.378947368,Triterpenoids,0.315789474,Triterpenoids,0.315789474,Aliphatic acyclic compounds,0.498245614
153,28,19,Organic compounds,1,Lipids and lipid-like molecules,0.901754386,Prenol lipids,0.378947368,Triterpenoids,0.315789474,Triterpenoids,0.315789474,Aliphatic acyclic compounds,0.498245614
386,28,19,Organic compounds,1,Lipids and lipid-like molecules,0.901754386,Prenol lipids,0.378947368,Triterpenoids,0.315789474,Triterpenoids,0.315789474,Aliphatic acyclic compounds,0.498245614
412,28,19,Organic compounds,1,Lipids and lipid-like molecules,0.901754386,Prenol lipids,0.378947368,Triterpenoids,0.315789474,Triterpenoids,0.315789474,Aliphatic acyclic compounds,0.498245614
588,28,19,Organic compounds,1,Lipids and lipid-like molecules,0.901754386,Prenol lipids,0.378947368,Triterpenoids,0.315789474,Triterpenoids,0.315789474,Aliphatic acyclic compounds,0.498245614
630,28,19,Organic compounds,1,Lipids and lipid-like molecules,0.901754386,Prenol lipids,0.378947368,Triterpenoids,0.315789474,Triterpenoids,0.315789474,Aliphatic acyclic compounds,0.498245614
797,28,19,Organic compounds,1,Lipids and lipid-like molecules,0.901754386,Prenol lipids,0.378947368,Triterpenoids,0.315789474,Triterpenoids,0.315789474,Aliphatic acyclic compounds,0.498245614
807,28,19,Organic compounds,1,Lipids and lipid-like molecules,0.901754386,Prenol lipids,0.378947368,Triterpenoids,0.315789474,Triterpenoids,0.315789474,Aliphatic acyclic compounds,0.498245614
1191,28,19,Organic compounds,1,Lipids and lipid-like molecules,0.901754386,Prenol lipids,0.378947368,Triterpenoids,0.315789474,Triterpenoids,0.315789474,Aliphatic acyclic compounds,0.498245614
1298,28,19,Organic compounds,1,Lipids and lipid-like molecules,0.901754386,Prenol lipids,0.378947368,Triterpenoids,0.315789474,Triterpenoids,0.315789474,Aliphatic acyclic compounds,0.498245614
1302,28,19,Organic compounds,1,Lipids and lipid-like molecules,0.901754386,Prenol lipids,0.378947368,Triterpenoids,0.315789474,Triterpenoids,0.315789474,Aliphatic acyclic compounds,0.498245614
1503,28,19,Organic compounds,1,Lipids and lipid-like molecules,0.901754386,Prenol lipids,0.378947368,Triterpenoids,0.315789474,Triterpenoids,0.315789474,Aliphatic acyclic compounds,0.498245614
1555,28,19,Organic compounds,1,Lipids and lipid-like molecules,0.901754386,Prenol lipids,0.378947368,Triterpenoids,0.315789474,Triterpenoids,0.315789474,Aliphatic acyclic compounds,0.498245614
1561,28,19,Organic compounds,1,Lipids and lipid-like molecules,0.901754386,Prenol lipids,0.378947368,Triterpenoids,0.315789474,Triterpenoids,0.315789474,Aliphatic acyclic compounds,0.498245614
