"","F1_GI","F1_HG","F2_GI","F2_HG","F3_GI","F3_HG","F4_GI_1","F4_GI_2","F4_GI_3","F4_GI_4","F4_HG_1","F4_HG_2","F4_HG_3","F5_GI_1","F5_GI_2","F5_GI_3","F5_GI_4","F5_HG_1","F5_HG_2","F5_HG_3","F6_GI_1","F6_GI_3","F6_GI_4","F6_HG_1","F6_HG_2","F6_HG_3","F7_GI_2","F7_GI_3","F7_GI_4","F7_HG_1","F7_HG_2","F7_HG_3","F8_GI_1","F8_GI_2","F8_GI_3","F8_GI_4","F8_HG_1","F8_HG_2","F8_HG_3"
"Otu00886",0,0,1e-04,0.00132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106,0.00178,0.00246,0,0,0,0,0.00064,6e-04,8e-04
"Otu00890",0,0,0,0,0,0,0,0,0,0,0.00142,0.00132,0.00162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04
"Otu00893",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024,0,0,0,0,0,0,0.00028,0,0,0.00058,0.00176,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00894",0,0,0,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098,0.0014,0.00204,0,0,0,0,0,0,0
"Otu00895",0,0,0,0,0,0.00216,0,0,0,0,0,0,0,0,0,0,0.00016,0.00084,0.00082,0.00068,0,0,0,0.00088,0,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00902",0,0.00056,0,0.00072,0,0.00016,0,0,0,0,0.00048,0.00032,0.00042,0,0,0,0,4e-05,0.00012,0,0,0,0,0,0,0,0,0,1e-04,6e-04,0.00042,0.00052,0,0,0,4e-05,0.00034,0.00034,2e-04
"Otu00906",0,0,0,0.00146,0,0,0,0,0,0,0,0,0,0,0,0.00016,1e-04,0.00038,6e-04,0.00094,0,0,0,0,0,0,0,0,0,0.00074,0.00072,6e-04,0,0,0,0,0.00026,0.00022,0
"Otu00907",0,0.00064,0,0,0,0,0,0,0,0,0.00012,6e-05,0.00024,0,2e-05,1e-04,0.00042,0.00278,0.00168,0.00194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00908",0,0.00038,0,0.00172,0,0,0,0,0,0,2e-04,0.00024,0.00052,0,0,0,4e-05,0.00026,1e-04,0.00028,0,0,0,0,0,0,0,0,0,0.00044,0.00076,0.00128,0,0,0,0,0.00056,0.00028,0.00036
"Otu00909",0,0,0,0.00116,0,0,0,0,0,0,0.00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042,0.00144,8e-04,0.00156
"Otu00911",0,0,0,0.00044,0,0,0,0,0,0,2e-04,0.00028,0.00056,0,0,0,2e-05,0.00028,0.00068,0.00102,0,0,0,0,0,0,0.00056,0,0,0,0,0,0,0,0,8e-05,0.00066,0.00048,0.00128
"Otu00914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,0.00054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0.00226,0.00136
"Otu00915",0,4e-04,0,0,0,6e-05,0,0,0,0,6e-05,8e-05,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062,7e-04,0.00058,0,0,0,0,0,0,0
"Otu00929",0,0,0,0.00078,0,0.00054,0,0,0,0,0,0,0,0,0,0,4e-05,0,0.00016,0.00016,2e-04,0,0,6e-04,0.00102,0.00144,0,0,0,1e-04,4e-04,0.00018,0,0,0,0,0,1e-04,2e-05
"Otu00932",0,0,0,0.00012,0,0.0019,0,0,0,0,0,0,0,0,0,0,1e-04,0.00024,0.00026,0.00048,4e-04,0,5e-04,0.00218,0.00026,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00933",0,0.00256,0,9e-04,0,0,0,0,0,0,0.00028,7e-04,0.00058,0.00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054,0.00068,0.00078
"Otu00935",0,0.0011,0,0,0,0,0,0,0,0,0.00046,0.00046,0,0.00026,0,0,0.00024,0.00066,0.00076,0.00056,0,0,0,0,0,0,0,0,0,0.00038,2e-04,0.00024,0,0,0,0,0,0,0
"Otu00936",0,0,0,0,0,9e-04,0,0,0,0,8e-05,0,0,0,0,1e-04,0.00028,0.001,0.00096,0.0012,0.00032,0,0.00066,0.00086,5e-04,0.00064,0,0,0,2e-05,2e-04,6e-05,0,0,0,0,0,0,0
"Otu00945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04,7e-04,0.00076,0.00052,0,0,0.00026,0.00136,0.00116,0.00126
"Otu00946",0,0,0,0.00246,0,0,0,0,0,0,6e-05,0,0,0,4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,0.00098,0.00082,0.0019
"Otu00951",0,0.00304,0,0,0,0,0,0,0,0,3e-04,0,0.00058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-05,0,0,0,0,0.00032,0.00166,0.0018,0.00064
"Otu00952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017,0.00242,0.00096,0.00026,6e-05,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034,1e-04,2e-05,2e-05
"Otu00958",0,0.00038,0,0.00108,0,0,0,0,0,0,4e-05,0,0,0,0,2e-05,2e-05,0.00014,0.00026,8e-05,0,0,0,0,0,0,0,0,0,0.00028,0.00016,2e-04,0,0,0,0.00026,0.00108,0.00116,0.00064
"Otu00961",0,0,0,0,0,0,0,0,0,0,0.00046,0.00026,0.00058,0,0,0,0.00012,0.00024,0.00044,0,0,0,0,0,0,0,0,0,0,0.00152,0.00082,0.001,0,0,0,0,0.00066,0.00044,0.00036
"Otu00962",0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0.00016,0.00082,0.00178,0.00152,0.00198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00965",0,0,0,1e-04,0,3e-04,0,0,0,0,0,0,0,0,0,0,8e-05,0.00052,0.00026,0.00048,0.00042,0,0.00028,0.00112,0.00072,0.00052,0,0,0,0,0,0,0,0,0,0.00028,0.00048,0.00046,0.00076
"Otu00968",0,0.00054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038,0.00078,0.00078,0.00226
"Otu00969",0,0,0,0.00028,0,0,0,0,0,0,0.00026,0.00016,0,0,0,0,0,0,0,0,0,0,0,0.00016,0,0,0,0,0.00012,0.00158,0.00132,0.00136,0,0,0,0,0.00028,0.00028,1e-04
"Otu00970",0,0,0,0,0,0.00198,0,0,0,0,0,0,0,0,0,0,8e-05,6e-05,0.00014,0,0.00016,0,7e-04,0.00048,0.00066,0.00088,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0.00214,0.00196,0,0,0,0,0,0,0
"Otu00976",0,5e-04,0,0,0,0,0,0,0,0,0.00062,0.00068,0.00098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024,3e-04,0.00038,0,0,0,0,0,0,0
"Otu00979",0,0,0,0.00058,0,0.00024,0,0,0,0,8e-05,0.00018,0,0,0,0,2e-05,0.00018,0.00014,0.00026,0,0,0,0,0,0,0,0,0,0.00086,0.0011,0.00192,0,0,0,0,0.00012,0.00014,1e-04
"Otu00980",0,0.00076,0,0,0,0,0,0,0,0,8e-05,1e-04,0,0,0,0,2e-05,0.00016,0.00022,0.00028,0,0,0,0,0,0,0,0,0,0.00016,1e-04,0,0,0,0,0.00068,0.00138,0.00104,0.00122
"Otu00983",0,0,0,0.00118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0.00136,0.002,0.00232,0,0,0,0,0,0,0
"Otu00984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-05,6e-05,0.00044,0.00026,0.00038,0,0,0,0,0,0,0,0,6e-05,0.00094,0.00094,0.00134,0,0,0,0,0,0,0
"Otu00987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222,0.0018,0.00162,0,0,0,0,0,0,0
"Otu00993",0,0,0,0,0,0,0,0,5e-04,9e-04,4e-05,8e-05,0,0,0,1e-04,6e-05,0,0,0,0,0,0,0,0,0,0,0.00042,0.00072,0,0,0,0,0,0,0.00294,0,0,0
"Otu00995",0,0.00062,0,2e-04,0,0,0,0,0,0,0.00024,0,0,0,0,6e-05,3e-04,0.00064,0.00084,0.00076,0,0,0,0,0,0,4e-05,0,0,0,0,0,0,0,0,0,6e-04,6e-04,0.00068
"Otu00997",0,0.00144,0,0,0,0,0,0,0,0,0.00032,0.00064,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018,0.00106,0.00118,0.00078
"Otu01001",0,0,0,0.00138,0,0,0,0,0,0,0,0,0,0,0,0.00024,0.00036,0.00108,0.00092,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01004",0,0,0.00032,0,0,0,0.00084,0.00054,0.00094,7e-04,0.00024,0.00048,0,0,0.00114,0.00044,0.00014,0,0,0,0,0,0,0,0,0,0.00086,0,0,0,0,0,0,0.00032,0,0.00018,0,0,0
"Otu01005",0,0,0,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,0,0.00046,0.00058,0,0,0,0,0,0,0,0,0,0.00094,0.00072,0.00064,0,0,0,0,0,0,0
"Otu01008",4e-05,0.00882,0,0.00016,0,0,0,0,0,0,0.00082,6e-04,0.00064,0,0,0,0,0,0,0,0.00016,0,0,0.00018,6e-05,0.00026,0,0,0,6e-05,0,6e-05,0,0,0,0,0,0,0
"Otu01009",0,0,0,0,0,1e-04,0,0,0,0,0.00064,0.00094,0.00042,0,0,8e-05,0.00012,0.00024,0,0.00012,0,0,0.00034,0.00022,0.00028,0.00028,0,0,0,0,0,0,0,0,0,0.0016,0.00038,0.00022,0.00014
"Otu01010",0,0,0,0,0,0,0,0,0,0,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042,0.00106,0.00094,0.00084
"Otu01011",0,0,0,0,0,0,0,0,0,0,1e-04,0.00018,0,0,0,0,0,2e-04,0.00016,0.00016,0,0,0,0,0,0,0,0,0.00016,0.0018,0.00132,0.00104,0,0,0,0,0,0.00024,0
"Otu01013",0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-04,0,0.00262,0.00164,0.00034,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01015",0,0,0,0,0,0,0.00046,0.00204,0.0014,0.00086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01016",0,0,0,0,0,0,0,0,0,0,0.00016,0,0,4e-04,0,0,0.00058,0.00112,0.001,0.00192,0,0,0,0,0,0,0,0,0,0,0,0.00026,0,0,0,0,0,0,0.00044
"Otu01017",0,0,0,0.00058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00068,0.00124,0.00132,0.00148
"Otu01018",0,0,0,0.00028,0,0,0,0,0,0,0.00036,4e-04,0.00016,0.00032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084,0.00114,0.00102,0,0,0,0,0,0,0
"Otu01021",0,0.0013,0,0,0,0,0,0,0,0,0.00078,0.00064,0.00068,0.00044,0,0.00016,0.00014,0.00056,6e-04,0.00044,0,0,0,0,0,0,0,0,0,4e-05,0,0,0,0,0,0,0.00034,0.00028,0.00024
"Otu01022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9e-04,0.00312,0.00238,0.00138,8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01023",0,0,0,0,0,0,1e-04,0.00124,3e-04,0.00048,0.0012,0.00118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01027",0,0,0,0.0018,0,0.00058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044,0.00136,0.00038,0,0,0,0,0,4e-04,0,0,0,0,0,0,0,0
"Otu01028",0,6e-04,0,0.00048,0,0,0,0,0,0,0.00038,0,0.00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044,0.00028,3e-04,0,0,0,0.00026,0.00062,8e-04,8e-04
"Otu01030",0,0,0,0.00026,0,0,0,0,0,0,0.00012,0,0,0,0,0,0.00018,0.00042,5e-04,5e-04,0,0,0,0,0,0,0,0,0,0.00022,0.00066,0.00036,0,0,0,0,0.00014,0.00024,0.00026
"Otu01032",0,0.00498,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0.00034,9e-04,0.00084,9e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,0.00032,0.00022
"Otu01033",0,0,0,0,0,0.00188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034,0,0.00034,6e-04,0.00066,0.00094,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01040",0,0,0,0.00036,0,0,0,0,0,0,0.00036,5e-04,0.00074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-04,0.00072,0.00052,0,0,0,0,0.00072,0.00034,0.00044
"Otu01041",0,0,0,0,0,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,0,0.00076,0.00114,0.00034,0.00028,0,0,6e-05,0.00062,0.00088,0.00072,0,0,0,0,0,0,0
"Otu01042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058,0.00182,0.00182,0.00118
"Otu01043",0,0.00054,0,0.00046,0,0,0,0,0.00046,6e-04,0.00034,8e-04,8e-05,0,0,0,0,0,0,0,0,2e-04,0,0.00012,0,0,0,3e-04,0.00062,0,0,0,0,0,0,0.00046,0,0,0.00028
"Otu01046",0,0.00086,0,0.00016,0,0,0,0,0,0,0.00024,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0.00172,0.00114,0.00102,0,0,0,0,0,1e-04,0
"Otu01047",0,0.00036,0,0.00138,0,0,0,0,0,0,2e-04,0,0,0,0,0,0,0,4e-04,0.00052,0,0,4e-04,0.00018,0.00012,0,0,0,0,0,0.00062,0.00042,0,0,0,0,0,0,0
"Otu01053",0,0,0,0,0,0,0,0,0,0,0.00056,0.00034,5e-04,0.00028,0,0.00014,0.00014,0.00056,6e-04,0.00074,0,0,0,0,0,0,0,0,0,0,0,4e-05,0,0,0,0,0,0,0.00024
"Otu01056",0,0.00136,0,0.0022,0,0,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026,0.00036,0.00056,0,0,0,0,4e-04,0.00024,0.00058
"Otu01057",0,0,0,0,0,6e-05,0,0,0,0,0,0,0,0,0,1e-04,4e-04,0.00126,0.00094,0.00156,0,0,0.00032,0.00022,0.00012,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01064",0,0.00044,0,0,0,0,0,0,0,0,0,0,0,0,6e-05,0.00042,0.00074,0.00022,0.00026,0.00042,0,0,0,0,0,0,0,0,0,0.00044,0.00056,0.00104,0,0,0,0,0,0,0
"Otu01065",0,0,0,0.00096,0,0,0,0,0,0,0.00084,0.00076,0.00088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-05,0.00046,0.00028,0.00048,0,0,0,0,0,0,0
"Otu01068",0,0.00052,0,0.00034,0,0,0,0,0,0,0.00018,0.00024,5e-04,0,0,6e-05,8e-05,0,0,0.00026,0,0,0,0,0,0,0,0,0,3e-04,0.00076,0.00056,0,0,0,6e-05,0.00046,0.00046,0.00076
"Otu01069",0,0,0,0,0,0.00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024,0,0,4e-04,0.00168,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01070",0,0,0,0.00076,0,0,0,0,0,0,0.00016,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-04,0.00078,0.00156,0,0,0,0,0,0,6e-04
"Otu01074",0,0,0,0,0,0,0,0,0,0.00092,0,0,0,0,0.00094,0.001,9e-04,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028,9e-04,0.00126,0.00064,0,0,0,0,0,0,0,0,0,3e-04,0,0,0,0,0,0,0,0.00052,0.00032
"Otu01080",0,0,0,0,0,0,0,0,0,0,0.00026,0,0,0,0,0,0,5e-04,0.00054,7e-04,0,0,0,0,0,0,0,0,0,0.00064,0.00118,0.00102,0,0,0,0,0,0,0
"Otu01081",0,0,0,2e-04,0,0,0,0,0,0,8e-05,8e-05,6e-05,0,0,2e-05,3e-04,0.00062,0.00096,0.00144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-05,0.00048,0.00032,5e-04
"Otu01083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116,0.00122,0.00102,0.00024,3e-04,0.00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01087",4e-05,5e-04,0,0,0,0,0.00012,0.00046,1e-04,0.00024,6e-05,8e-05,0,0,0.00064,0.00102,0.00034,0.00024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048,6e-04,0.00018,0.00012,1e-04
"Otu01089",0,0.00042,0,0.00026,0,0,0,0,0,4e-05,8e-05,0.00012,0,0,0,6e-05,0.00014,8e-05,0.00026,0.00032,0,0,0,4e-05,0,0,0,0,0,0.00054,0.00056,0.00068,0,0,0,1e-04,0.00026,0.00024,6e-05
"Otu01091",0,0,0,0,0,0.00104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096,0.00114,0.00082,0.00054,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01094",0,0,0,0,0,0.00044,0,0,0,0,0,0,0,0,0,0,2e-05,0,0,0,0.001,0.00304,0.00082,0.00044,0.00032,0.00034,0,0,0,0,0,0,0,0,0,4e-05,0,0,0
"Otu01097",0,0,0,0.00152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,0,0,0.00046,0.00038,0.00062,0,0,0,0.00184,0.00138,0.00166,0,0,0,0,0,8e-05,0.00014
"Otu01098",0,0,0,0.00082,0,0,0,0,0,0,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0.00012,2e-04,0,0,0,0.0013,0.00072,9e-04,0,0,0,0,0,0,0
"Otu01104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,0.00186,0.0015,0.00078
"Otu01105",0,0,0,0,0,0,0,2e-05,0.00012,0.00094,0.00026,0,0,0,8e-05,0.00058,0.00054,0.00032,4e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024,0.00052,0
"Otu01108",0,0.00018,0,0.00052,0,0,0,0,0,0,0.00018,0.00014,0.00012,0,0,0,4e-05,8e-05,0.00014,0,0,0,0,0,0,0,0,0,0,6e-04,0.00028,0.00046,0,0,0,8e-05,0.00034,0.00052,0.00012
"Otu01109",0,0.00312,0,0,0,0,0,0,0,0,0.00112,0.00096,0.00172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-05,5e-04
"Otu01110",0,0,2e-05,0,0,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00066,0.00264,0.00136,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084,0.00102,0.001,0,0,0,0,0,0,0
"Otu01118",0,0,0,0,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084,0.00042,0.00028,0.00024,0,0,0,0,0,0,0,0,0,0.00022,0.00088,0.00068,0.00084
"Otu01134",0,0.00054,0,7e-04,0,0,0,0,0,0,3e-04,3e-04,0.00084,0,0,0,8e-05,0.00024,0.00018,0.00028,0,0,0,0,0,0,0,0,0,0.00044,4e-04,0.00038,0,0,0,0,0,0,0.00028
"Otu01139",0,7e-04,0,0,0,0,0,0,0,0,0.00078,0.00098,0.00144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01140",0,0,0,0,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042,0.00064,0.00164,0.00082,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01142",0,0.0022,0,0.00064,0,0,0,0,0,0,0.00032,0.00022,0.00032,0,0,0,6e-05,8e-05,0.00014,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016,0.00068,0.00056,0.00044
"Otu01144",0,0.00034,0,0.00016,0,0,0,0,0,0,0.00054,0.00036,0,0,0,8e-05,3e-04,7e-04,0.00108,0.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01146",0,0,0,0,0,0.00104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00072,0.00164,0.00022,0.00086,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01147",0,0,0,0,0,0,0,0.00068,0.00056,0.00034,0.0011,0.00108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01148",0,0,0,0,0,0.00068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064,0,0.00096,0.00132,0.00078,0.00062,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01151",0,0,0,0.00024,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,8e-05,0,0,0,0,0,0,0,0,0,0.00088,0.00112,0.0011,0,0,0,0,0,2e-05,0.00016
"Otu01152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216,0.0019,0.00058,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01153",0,0,0,0,0,0,0,0,0.00022,0,0.00052,0.00044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146,0.00056,0,0,0,0,0,0,0,0,0,0
"Otu01160",0,0,0,0.00106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0.00054,0.001,0,0,0,0.00014,0.00058,4e-04,0.00082
"Otu01166",0,0.00016,0,0,0,0,0,0,0,0,0.00026,0.00012,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078,0.00058,0.00066,0,0,0,0,0.00032,0.00064,0.00024
"Otu01168",0,0,0,0,0,0,0.00012,2e-04,1e-04,0.00058,0,0.00012,0,0,0.00166,0.00084,0.00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058,6e-04,0,0,0
"Otu01169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-05,0.00172,0.00172,0.00132,0,0,0,0,0,0,0
"Otu01174",0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,0.00076,0.00158,0.00204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01176",0,0,0,0.00084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,0.00064,0,0,0,0,0,0,0,0,0,5e-04,7e-04,0.00138,0,0,0,0,0,0,0.00026
"Otu01177",0,0,0,0,0,0,2e-04,0.00138,0.00064,0.00054,8e-05,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032,0.00016,0,0,0
"Otu01184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116,0.00028,5e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01186",0,0,0,0,0,0,0,0,0,0.00048,0.00038,9e-04,0,0,0.00038,0.00028,8e-05,0,0,0,0,0,0.00018,3e-04,0,0,0,0,0,0,0,0,0,0,0,0.00108,0,0.00048,0.00054
"Otu01188",0,0.00042,0,0,0,0,0,0,0,0,6e-05,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-05,0.0014,0.00096,0.0016,0,0,0,0,0,0,0
"Otu01189",0,0.00118,0,0,0,0,0,7e-04,0,0,0.00062,0.00146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-05,1e-04,8e-05,0,0,0,0,0.00384,0.00056,0,0,0,0,0,0,0,0,0,0,0,0,6e-04,0,0,0
"Otu01198",0,0,0,0,0,0.00066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,0.00104,0.00054,0.00052,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04,0,0.00024,0.00156,0.00076,0.00112,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056,0.00098,0.00124,0.001,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01210",0,0,0,0.00038,0,0,0,0,0,0,0.00034,8e-04,0.00118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,0.00038,5e-04,0.00048,0.00108
"Otu01217",0,0,0,0,0,0,0.00022,0.00072,0.00052,0.00058,4e-05,0,0,0,0,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-04,9e-04,0,0.00012,0
"Otu01223",0,0.00018,0,2e-04,0,0,0.00076,0.00118,0.00056,0.00098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01230",0,0.00068,0,0,0,0.00066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088,0,0.00068,0.00102,5e-04,0.00038,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu01233",0,0.00026,0,0.00102,0,0,0,0,0,0,8e-05,0,0,0,0,0,1e-04,3e-04,0.00026,5e-04,0,0,0,4e-05,0,0,0,0,0,0.00034,0.00052,0.00052,0,0,0,0,0.00024,0.00018,0.00034
"Otu01241",0,0,0,0,0,0,0,0,0,0,0.00024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054,0.00066,0.00066,0,0,0,0,0.00038,0.00056,0.00026
"Otu01245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112,0,0,0.00112,0.00054,0.00132,0,0,0,0,0,0,0,0,0,0,0,0,0
